,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
45648|ZZZ3,0.0025368402676666513,Homo sapiens,ZZZ3,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ZZZ3
64495|ZNF781,0.002681958228133441,Homo sapiens,ZNF781,,HEK293,Epithelium,Embryonic Kidney,1,ZNF781
57670|PCGF1,0.0027405978884231796,Homo sapiens,PCGF1,cr,K562,Erythroblast,Bone Marrow,1,PCGF1
63014|TSHZ1,0.002749869110621639,Homo sapiens,TSHZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,TSHZ1
65131|ZNF350,0.002789362231528314,Homo sapiens,ZNF350,,HEK293,Epithelium,Embryonic Kidney,1,ZNF350
77256|ZXDC,0.0028149375736624682,Homo sapiens,ZXDC,tf,MCF-7,None,None,1,ZXDC
65217|ZNF502,0.0028235340234347706,Homo sapiens,ZNF502,,HEK293,Epithelium,Embryonic Kidney,0,ZNF502
64312|PRDM2,0.002888146825338833,Homo sapiens,PRDM2,,HEK293,Epithelium,Embryonic Kidney,1,PRDM2
65102|ZSCAN31,0.0030135450632432503,Homo sapiens,ZSCAN31,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN31
36114|FANCD2,0.003163857766970979,Homo sapiens,FANCD2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,FANCD2
77104|ZNF506,0.00324107789782635,Homo sapiens,ZNF506,tf,293T,None,None,1,ZNF506
62701|PRDM1,0.0033588293077431164,Homo sapiens,PRDM1,tf,HEK293,Epithelium,Embryonic Kidney,1,PRDM1
77137|ZNF333,0.003448163389990877,Homo sapiens,ZNF333,tf,293T,None,None,1,ZNF333
74650|DRAP1,0.003467987929270222,Homo sapiens,DRAP1,tf,GM12878,B Lymphocyte,Blood,1,DRAP1
36354|SNAPC2,0.0035431492748522753,Homo sapiens,SNAPC2,not sure,IMR90,Fibroblast,Lung,0,SNAPC2
77083|ZNF571,0.0035891735140033965,Homo sapiens,ZNF571,tf,293T,None,None,1,ZNF571
63653|SP7,0.0036660984306584044,Homo sapiens,SP7,,HEK293,Epithelium,Embryonic Kidney,1,SP7
73947|ZNF419,0.003667814945421566,Homo sapiens,ZNF419,,293T,None,None,1,ZNF419
62920|ZSCAN29,0.0036687034053645706,Homo sapiens,ZSCAN29,,K562,Erythroblast,Bone Marrow,1,ZSCAN29
63097|SMAD5,0.003943558307499928,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1,SMAD5
63186|SIX4,0.004027151587065125,Homo sapiens,SIX4,tf,MCF-7,Epithelium,Breast,1,SIX4
33852|SF1,0.0043121737155877304,Homo sapiens,SF1,not sure,H295R,Epithelium,Adrenal Gland,1,SF1
9322|MEIS1,0.004317446392484825,Homo sapiens,MEIS1,tf,SEM,Pre-B Lymphocyte,None,1,MEIS1
45942|ZNF274,0.004387575309296454,Homo sapiens,ZNF274,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF274
65165|ZNF449,0.00448210748041733,Homo sapiens,ZNF449,,HEK293,Epithelium,Embryonic Kidney,1,ZNF449
76858|IRAK4,0.004592788740049092,Homo sapiens,IRAK4,other,SEM,B cell precursor,None,1,IRAK4
40348|CHD5,0.0046115895341248825,Homo sapiens,CHD5,cr,SH-SY5Y,None,Bone Marrow,1,CHD5
63631|ZNF501,0.004734317167058688,Homo sapiens,ZNF501,,HEK293,Epithelium,Embryonic Kidney,1,ZNF501
51445|EOMES,0.004813319250096593,Homo sapiens,EOMES,tf,HUES64,Embryonic Stem Cell,Embryo,1,EOMES
38174|EBNA3,0.004878684708672254,Homo sapiens,EBNA3,other,Mutu III,B Lymphocyte,None,1,EBNA3
77039|ZNF783,0.005030877364346542,Homo sapiens,ZNF783,tf,293T,None,None,1,ZNF783
43894|HOXC9,0.0051519719444570455,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1,HOXC9
50898|PAX6,0.005343156791535686,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
36359|SNAPC4,0.005543056452926687,Homo sapiens,SNAPC4,not sure,IMR90,Fibroblast,Lung,1,SNAPC4
64174|ZNF580,0.0056560093421964,Homo sapiens,ZNF580,,HEK293,Epithelium,Embryonic Kidney,1,ZNF580
64770|SRSF3,0.0058438894544069475,Homo sapiens,SRSF3,,HepG2,Epithelium,Liver,1,SRSF3
77112|ZNF479,0.006107464079989522,Homo sapiens,ZNF479,tf,293T,None,None,1,ZNF479
54381|LMTK3,0.006373931960761192,Homo sapiens,LMTK3,not sure,MDA-MB-231,Epithelium,Breast,1,LMTK3
65213|ZNF454,0.006409755420919039,Homo sapiens,ZNF454,,HEK293,Epithelium,Embryonic Kidney,0,ZNF454
43550|C17orf96,0.006497683696084611,Homo sapiens,C17orf96,not sure,HEK293T,Epithelium,Embryonic Kidney,1,C17orf96
64875|IRF9,0.006512710932977617,Homo sapiens,IRF9,tf,K562,Erythroblast,Bone Marrow,1,IRF9
46241|MYBL2,0.006630413818327741,Homo sapiens,MYBL2,tf,HepG2,Epithelium,Liver,1,MYBL2
46251|MBD4,0.00682747888602242,Homo sapiens,MBD4,cr,HepG2,Epithelium,Liver,1,MBD4
51841|TOP1,0.006891745330624088,Homo sapiens,TOP1,not sure,LNCaP,Epithelium,Prostate,1,TOP1
76499|ZMYND8,0.006951267513842951,Homo sapiens,ZMYND8,cr,ZR-75-30,None,None,1,ZMYND8
73709|AFF1,0.00699338461362814,Homo sapiens,AFF1,tf,None,None,Spleen,1,AFF1
77237|ZSCAN5B,0.006998449201815193,Homo sapiens,ZSCAN5B,tf,BeWo,None,None,1,ZSCAN5B
1797|BRF1,0.007153153127481937,Homo sapiens,BRF1,tf,IMR90,Fibroblast,Lung,1,BRF1
64575|MAFG,0.007431481168335308,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1,MAFG
38865|E2F2,0.009753802929808097,Homo sapiens,E2F2,tf,LoVo,None,Colon,1,E2F2
74120|OLFM2,0.010151760431895529,Homo sapiens,OLFM2,other,MCF-7,None,None,1,OLFM2
55291|YAP1,0.010310887422488091,Homo sapiens,YAP1,other,MDA-MB-231,Epithelium,Breast,1,YAP1
64872|ZBTB49,0.010489791533505655,Homo sapiens,ZBTB49,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB49
64053|CEBPG,0.010630130985963826,Homo sapiens,CEBPG,tf,K562,Erythroblast,Bone Marrow,1,CEBPG
65207|MZF1,0.010875362744822425,Homo sapiens,MZF1,tf,HEK293,Epithelium,Embryonic Kidney,1,MZF1
56666|HOXB13,0.011345621676273565,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
49193|CSNK2A1,0.011558808201239668,Homo sapiens,CSNK2A1,other,LNCaP,Epithelium,Prostate,1,CSNK2A1
58948|SMN1,0.012309790763101014,Homo sapiens,SMN1,not sure,HEK293,Epithelium,Embryonic Kidney,1,SMN1
77128|ZNF425,0.012768013003080725,Homo sapiens,ZNF425,other,293T,None,None,1,ZNF425
65116|FEZF1,0.01295363352366563,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
42880|ZBTB4,0.013960559212748302,Homo sapiens,ZBTB4,tf,LoVo,None,Colon,0,ZBTB4
42847|STAG2,0.014487748860861627,Homo sapiens,STAG2,not sure,LoVo,None,Colon,1,STAG2
63737|ZNF654,0.014554559509634801,Homo sapiens,ZNF654,,HEK293,Epithelium,Embryonic Kidney,1,ZNF654
64081|NFE2L1,0.014612972416274184,Homo sapiens,NFE2L1,tf,K562,Erythroblast,Bone Marrow,1,NFE2L1
72432|GUCY1B3,0.01496616898806502,Homo sapiens,GUCY1B3,other,U87,glioma cancer cell line overexpressing sGC-beta1,None,1,GUCY1B3
63594|SOX13,0.015306545091155921,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
63976|ZNF512,0.01655233217503832,Homo sapiens,ZNF512,,K562,Erythroblast,Bone Marrow,1,ZNF512
38845|DBP,0.01658511896921483,Homo sapiens,DBP,tf,LoVo,None,Colon,0,DBP
49154|SFPQ,0.016610824795514734,Homo sapiens,SFPQ,not sure,MCF-7,Epithelium,Breast,1,SFPQ
77130|ZNF398,0.017540329565576884,Homo sapiens,ZNF398,tf,293T,None,None,1,ZNF398
2400|TDRD3,0.01789002633581316,Homo sapiens,TDRD3,cr,MCF-7,Epithelium,Breast,1,TDRD3
62769|ZNF71,0.0188353244965217,Homo sapiens,ZNF71,,HEK293,Epithelium,Embryonic Kidney,1,ZNF71
45978|ZNF217,0.01908918134798221,Homo sapiens,ZNF217,predicted transcription factor,MCF-7,Epithelium,Breast,1,ZNF217
51521|NANOG,0.019587122136790647,Homo sapiens,NANOG,tf,HUES64,Embryonic Stem Cell,Embryo,0,NANOG
966|PRDM14,0.02023990397138753,Homo sapiens,PRDM14,tf,H1,Embryonic Stem Cell,Embryo,1,PRDM14
76457|USP7,0.02055860423037792,Homo sapiens,USP7,tf,MDA-MB-231,Epithelium,Mammary Gland,1,USP7
55660|NR0B2,0.02227613446094967,Homo sapiens,NR0B2,tf,HCT-116,None,Colon,1,NR0B2
45950|MAFF,0.02294998974859408,Homo sapiens,MAFF,tf,K562,Erythroblast,Bone Marrow,1,MAFF
63598|GFI1B,0.022981740324509448,Homo sapiens,GFI1B,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,GFI1B
52147|PDX1,0.023119314644417466,Homo sapiens,PDX1,tf,CyT49,Embryonic Stem Cell,Embryo,1,PDX1
36237|XRN2,0.023392185946466415,Homo sapiens,XRN2,not sure,HeLa,Epithelium,Cervix,0,XRN2
76279|CALU,0.023658258409692434,Homo sapiens,CALU,other,Calu-3,None,Lung,1,CALU
2972|ATF7IP,0.024110099568074195,Homo sapiens,ATF7IP,cr,WM262,Melanocyte,Skin,1,ATF7IP
62964|EED,0.024275952695160807,Homo sapiens,EED,cr,GM12878,B Lymphocyte,Blood,1,EED
43088|7SK,0.024498923815459817,Homo sapiens,7SK,other,HEK293T,Epithelium,Embryonic Kidney,0,7SK
77113|ZNF468,0.02513583086521881,Homo sapiens,ZNF468,other,293T,None,None,1,ZNF468
42719|HOXA13,0.026296731576922472,Homo sapiens,HOXA13,tf,LoVo,None,Colon,0,HOXA13
65193|ZNF331,0.031377991164714625,Homo sapiens,ZNF331,,HEK293,Epithelium,Embryonic Kidney,1,ZNF331
77041|ZNF780A,0.03213281388217304,Homo sapiens,ZNF780A,tf,293T,None,None,1,ZNF780A
77065|ZNF674,0.032168151736167105,Homo sapiens,ZNF674,tf,293T,None,None,1,ZNF674
4598|STAT6,0.03253463827343689,Homo sapiens,STAT6,tf,None,T Lymphocyte,Cord blood,1,STAT6
63428|INSM2,0.03360681297856971,Homo sapiens,INSM2,,HEK293,Epithelium,Embryonic Kidney,1,INSM2
77109|ZNF484,0.03397004553358973,Homo sapiens,ZNF484,tf,293T,None,None,1,ZNF484
64831|ZNF547,0.03556899543973385,Homo sapiens,ZNF547,,HEK293,Epithelium,Embryonic Kidney,1,ZNF547
50112|MAFB,0.03690620217939489,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
42711|DR1,0.03700179075022758,Homo sapiens,DR1,tf,LoVo,None,Colon,1,DR1
77127|ZNF429,0.03921123686901118,Homo sapiens,ZNF429,other,293T,None,None,1,ZNF429
73961|ZNF2,0.040273099147573876,Homo sapiens,ZNF2,,293T,None,None,1,ZNF2
65079|ZNF317,0.04291856107588243,Homo sapiens,ZNF317,,HEK293,Epithelium,Embryonic Kidney,1,ZNF317
8784|CHD3,0.04731658026836999,Homo sapiens,CHD3,cr,K562,Erythroblast,Bone Marrow,0,CHD3
45381|CHD4,0.04731658026836999,Homo sapiens,CHD4,cr,K562,Erythroblast,Bone Marrow,0,CHD4
64139|HHEX,0.05414517777005973,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
63619|ZNF280D,0.0581196321078597,Homo sapiens,ZNF280D,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ZNF280D
77088|ZNF564,0.05852440445767615,Homo sapiens,ZNF564,tf,293T,None,None,1,ZNF564
38686|SOX3,0.062159308189174756,Homo sapiens,SOX3,predicted transcription factor,LoVo,None,Colon,0,SOX3
42696|MYF6,0.06338883766437925,Homo sapiens,MYF6,tf,LoVo,None,Colon,1,MYF6
77074|ZNF616,0.07737402100538981,Homo sapiens,ZNF616,tf,293T,None,None,1,ZNF616
75838|MYOG,0.09375332975834183,Homo sapiens,MYOG,tf,Rh4,rhabdomyosarcoma,None,1,MYOG
77150|ZNF273,0.09965515658333401,Homo sapiens,ZNF273,tf,293T,None,None,1,ZNF273
71951|BANP,0.10212636609927411,Homo sapiens,BANP,tf,HCT-116,Human colorectal carcinoma,None,0,BANP
74685|NFIL3,0.10400075276576298,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
69234|CENPT,0.11708452914867146,Homo sapiens,CENPT,other,HuRef,Lymphoblastoid,None,1,CENPT
64414|HMBOX1,0.12004993825917781,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
37767|TALE,0.13705697088835345,Homo sapiens,TALE,other,K562,Erythroblast,Bone Marrow,0,TALE
43557|CBX7,0.14859707892625162,Homo sapiens,CBX7,cr,None,Epithelium,Mammary Gland,1,CBX7
77181|ZNF100,0.1579381439737073,Homo sapiens,ZNF100,other,293T,None,None,1,ZNF100
54240|PGR,0.1852518419870633,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
58829|CD59,0.1954603112276308,Homo sapiens,CD59,other,Raji,B Lymphocyte,Blood,0,CD59
63808|HLF,0.2455570360516584,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
77266|ZSCAN2,0.2981104639107831,Homo sapiens,ZSCAN2,tf,HepG2,Epithelium,Liver,1,ZSCAN2
35715|PIAS4,0.35841384164051365,Homo sapiens,PIAS4,other,WI-38,Fibroblast,Lung,1,PIAS4
77025|ZNF823,0.38505730123005166,Homo sapiens,ZNF823,tf,293T,None,None,1,ZNF823
54118|AGO2,0.4110639167320345,Homo sapiens,AGO2,other,K562,Erythroblast,Bone Marrow,0,AGO2
72702|HOXA9,0.4117305009699053,Homo sapiens,HOXA9,tf,HEK293FT,None,Kidney,1,HOXA9
77048|ZNF75D,0.43160146599919536,Homo sapiens,ZNF75D,tf,293T,None,None,1,ZNF75D
47710|SOX11,0.44102488224482816,Homo sapiens,SOX11,tf,GRANTA-519,B Lymphocyte,None,0,SOX11
49742|SSU72,0.4430930500250817,Homo sapiens,SSU72,other,H1,Embryonic Stem Cell,Embryo,1,SSU72
2654|PAX3,0.4564629532938729,Homo sapiens,PAX3,tf,Rh4,None,Muscle,1,PAX3
35107|DOT1L,0.46648080864136265,Homo sapiens,DOT1L,cr,NCCIT,None,Embryo,0,DOT1L
33035|AHR,0.48446358076707713,Homo sapiens,AHR,tf,MCF-7,Epithelium,Breast,1,AHR
77082|ZNF573,0.5588981295215247,Homo sapiens,ZNF573,tf,293T,None,None,1,ZNF573
77044|ZNF776,0.5593246050614127,Homo sapiens,ZNF776,tf,293T,None,None,1,ZNF776
53653|CTNNB1,0.5752895561903408,Homo sapiens,CTNNB1,tf,None,Embryonic Stem Cell,None,1,CTNNB1
64714|ZNF800,0.5885379889316072,Homo sapiens,ZNF800,,HEK293,Epithelium,Embryonic Kidney,1,ZNF800
51360|PSIP1,0.6062490670545689,Homo sapiens,PSIP1,predicted transcription factor,None,T Lymphocyte,None,1,PSIP1
36814|TLE3,0.6108538460002623,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
65104|ZNF596,0.6205726865039551,Homo sapiens,ZNF596,,HEK293,Epithelium,Embryonic Kidney,0,ZNF596
73933|ZNF680,0.6329702377365615,Homo sapiens,ZNF680,,293T,None,None,1,ZNF680
65081|ZIM3,0.637473713225633,Homo sapiens,ZIM3,,HEK293,Epithelium,Embryonic Kidney,1,ZIM3
64128|MEF2D,0.6433336216183799,Homo sapiens,MEF2D,tf,K562,Erythroblast,Bone Marrow,1,MEF2D
68797|SATB1,0.6591697254729164,Homo sapiens,SATB1,tf,SH-SY5Y,Neuron,None,1,SATB1
42765|HOXC8,0.7024977160899241,Homo sapiens,HOXC8,tf,LoVo,None,Colon,0,HOXC8
77151|ZNF26,0.712653027409717,Homo sapiens,ZNF26,tf,293T,None,None,1,ZNF26
77175|ZNF133,0.7359273637742187,Homo sapiens,ZNF133,tf,293T,None,None,1,ZNF133
76548|CHAT,0.7695453371961882,Homo sapiens,CHAT,other,SH-SY5Y,Neuron,None,1,CHAT
43363|EBNA3C,0.7957038792540274,Homo sapiens,EBNA3C,other,None,B Lymphocyte,None,1,EBNA3C
56893|LMNB1,0.8077396711658633,Homo sapiens,LMNB1,not sure,IMR90,Fibroblast,Lung,1,LMNB1
38826|ZIC2,0.8241456049087095,Homo sapiens,ZIC2,tf,LoVo,None,Colon,0,ZIC2
49196|DDX5,0.8335153158202436,Homo sapiens,DDX5,predicted chromatin regulator,NTERA-2,None,Testis,1,DDX5
67613|HNF1B,0.8418000593702195,Homo sapiens,HNF1B,tf,CFPAC-1,None,Pancreatic ductal,0,HNF1B
77165|ZNF182,0.8434398918613872,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
77116|ZNF44,0.8457062755353808,Homo sapiens,ZNF44,tf,293T,None,None,1,ZNF44
73342|PARP1,0.8490709949654478,Homo sapiens,PARP1,not sure,None,None,Kidney,0,PARP1
71211|PIAS1,0.8725500912656139,Homo sapiens,PIAS1,other,LNCaP,Epithelium,Prostate,1,PIAS1
77045|ZNF765,0.8729640791792972,Homo sapiens,ZNF765,other,293T,None,None,1,ZNF765
77179|ZNF10,0.880765461898755,Homo sapiens,ZNF10,tf,293T,None,None,1,ZNF10
74411|CTRL,0.8967981982665387,Homo sapiens,CTRL,other,LNCaP,Epithelium,Prostate,1,CTRL
77053|ZNF730,0.9026876402953238,Homo sapiens,ZNF730,other,293T,None,None,1,ZNF730
51251|KDM1B,0.904064734551586,Homo sapiens,KDM1B,cr,HepG2,Epithelium,Liver,0,KDM1B
63857|HNRNPLL,0.9075943543510054,Homo sapiens,HNRNPLL,,K562,Erythroblast,Bone Marrow,0,HNRNPLL
41812|JARID2,0.9094798417357717,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
77062|ZNF682,0.9155432098881133,Homo sapiens,ZNF682,tf,293T,None,None,1,ZNF682
38854|DLX2,0.9161445185792891,Homo sapiens,DLX2,tf,LoVo,None,Colon,1,DLX2
55540|RAG1,0.9182568184746054,Homo sapiens,RAG1,cr,Ramos,Thymocyte,None,1,RAG1
68963|CBFA2T2,0.9236086171272655,Homo sapiens,CBFA2T2,tf,NCCIT,Embryonal carcinoma cell,None,1,CBFA2T2
51332|ASH2L,0.9247700495975877,Homo sapiens,ASH2L,cr,VCaP,Epithelium,Prostate,1,ASH2L
65211|ZFP28,0.9329523582466159,Homo sapiens,ZFP28,,HEK293,Epithelium,Embryonic Kidney,1,ZFP28
77167|ZNF180,0.9342111079201099,Homo sapiens,ZNF180,tf,293T,None,None,1,ZNF180
73755|FOXD3,0.9343980741564413,Homo sapiens,FOXD3,tf,A549,Epithelium,Lung,0,FOXD3
35717|UBE2I,0.9344019330834803,Homo sapiens,UBE2I,other,WI-38,Fibroblast,Lung,1,UBE2I
39915|ELL,0.936306123839316,Homo sapiens,ELL,predicted chromatin regulator,HCT-116,None,Colon,0,ELL
77027|ZNF808,0.9376509917340305,Homo sapiens,ZNF808,other,293T,None,None,1,ZNF808
36252|NKX3-1,0.939102739226751,Homo sapiens,NKX3-1,tf,LNCaP,Epithelium,Prostate,1,NKX3-1
77085|ZNF567,0.939266687891601,Homo sapiens,ZNF567,tf,293T,None,None,1,ZNF567
48692|H3F3B,0.9405361650822742,Homo sapiens,H3F3B,other,None,Spermatid,None,1,H3F3B
63515|PYGO2,0.9408382447371791,Homo sapiens,PYGO2,,K562,Erythroblast,Bone Marrow,1,PYGO2
77129|ZNF417,0.9418398019868828,Homo sapiens,ZNF417,tf,293T,None,None,1,ZNF417
77037|ZNF786,0.9425549204345065,Homo sapiens,ZNF786,tf,293T,None,None,1,ZNF786
49181|EGFA-T1,0.9450810211132077,Homo sapiens,EGFA-T1,other,HEK293T,Epithelium,Embryonic Kidney,0,EGFA-T1
36355|SNAPC1,0.9459435557609202,Homo sapiens,SNAPC1,not sure,IMR90,Fibroblast,Lung,1,SNAPC1
65212|ZNF513,0.9471734394545228,Homo sapiens,ZNF513,,HEK293,Epithelium,Embryonic Kidney,1,ZNF513
73975|ZNF12,0.9472514840162143,Homo sapiens,ZNF12,predicted transcription factor,293T,None,None,1,ZNF12
77174|ZNF135,0.9478564691089482,Homo sapiens,ZNF135,tf,293T,None,None,1,ZNF135
2|GAPDH,0.9482025004815406,Homo sapiens,GAPDH,not sure,HeLa,Epithelium,Cervix,0,GAPDH
65187|ZNF146,0.9485697984597858,Homo sapiens,ZNF146,,HEK293,Epithelium,Embryonic Kidney,1,ZNF146
77152|ZNF267,0.9494986788481634,Homo sapiens,ZNF267,tf,293T,None,None,1,ZNF267
39008|H3Pan,0.950749868341066,Homo sapiens,H3Pan,other,A549,Epithelium,Lung,0,H3Pan
45739|BRF2,0.9508355531226163,Homo sapiens,BRF2,tf,HeLa-S3,Epithelium,Cervix,0,BRF2
77108|ZNF485,0.9509840002101234,Homo sapiens,ZNF485,other,293T,None,None,1,ZNF485
62801|PTRF,0.9516605916277407,Homo sapiens,PTRF,,K562,Erythroblast,Bone Marrow,1,PTRF
77169|ZNF169,0.9521450444786688,Homo sapiens,ZNF169,tf,293T,None,None,1,ZNF169
73973|ZNF184,0.9525590495694851,Homo sapiens,ZNF184,,293T,None,None,0,ZNF184
62587|MCM7,0.9528865541040035,Homo sapiens,MCM7,,K562,Erythroblast,Bone Marrow,1,MCM7
33542|IRF2,0.9534577001515345,Homo sapiens,IRF2,predicted transcription factor,None,Proerythroblast,Bone Marrow,1,IRF2
62532|ZNF585B,0.9536582810423934,Homo sapiens,ZNF585B,,HEK293,Epithelium,Embryonic Kidney,1,ZNF585B
50035|NME2,0.9543294841401707,Homo sapiens,NME2,tf,A549,Epithelium,Lung,0,NME2
76422|MAML3,0.9544244170007112,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
48443|KDM6B,0.9546298920405425,Homo sapiens,KDM6B,cr,BJ,Fibroblast,Skin,1,KDM6B
76468|PHF2,0.9566047746229999,Homo sapiens,PHF2,tf,None,N8-CTx,None,1,PHF2
42737|NFAT5,0.9576720094936068,Homo sapiens,NFAT5,tf,LoVo,None,Colon,0,NFAT5
32948|NUP98,0.9577148951731529,Homo sapiens,NUP98,other,None,Neural Progenitor Cell,None,1,NUP98
77086|ZNF566,0.9591883823547555,Homo sapiens,ZNF566,tf,293T,None,None,1,ZNF566
77081|ZNF585A,0.9596537098919992,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
1011|FOXH1,0.9602605690628648,Homo sapiens,FOXH1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXH1
38750|ZNF407,0.9624232244692026,Homo sapiens,ZNF407,tf,LoVo,None,Colon,1,ZNF407
77036|ZNF789,0.9632127602986154,Homo sapiens,ZNF789,other,293T,None,None,1,ZNF789
36350|PTPN11,0.9642014175887302,Homo sapiens,PTPN11,other,A549,Epithelium,Lung,0,PTPN11
42759|ELF2,0.9650829942230685,Homo sapiens,ELF2,tf,LoVo,None,Colon,0,ELF2
38688|NKX2-5,0.9655998162326368,Homo sapiens,NKX2-5,tf,LoVo,None,Colon,0,NKX2-5
35962|HIST1H1B,0.9657622885385463,Homo sapiens,HIST1H1B,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,0,HIST1H1B
5888|LIN9,0.9658813517037286,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
58466|ARID2,0.9666518047765529,Homo sapiens,ARID2,predicted transcription factor,HepG2,Epithelium,Liver,0,ARID2
38860|CASP8AP2,0.967505094869058,Homo sapiens,CASP8AP2,tf,LoVo,None,Colon,1,CASP8AP2
50456|AUTS2,0.9680317591982377,Homo sapiens,AUTS2,not sure,293T-Rex,None,None,1,AUTS2
65100|ZNF669,0.9697073798488589,Homo sapiens,ZNF669,,HEK293,Epithelium,Embryonic Kidney,1,ZNF669
49178|EMX1,0.969940316588034,Homo sapiens,EMX1,tf,HEK293T,Epithelium,Embryonic Kidney,1,EMX1
58465|ARID1B,0.9704642305493241,Homo sapiens,ARID1B,predicted transcription factor,HepG2,Epithelium,Liver,0,ARID1B
42742|PPARA,0.9716347598788486,Homo sapiens,PPARA,tf,LoVo,None,Colon,0,PPARA
65216|ZNF563,0.9718361126366555,Homo sapiens,ZNF563,,HEK293,Epithelium,Embryonic Kidney,1,ZNF563
76969|LRWD1,0.9723187240063675,Homo sapiens,LRWD1,cr,U2OS,Osteosarcoma cell,None,1,LRWD1
77095|ZNF548,0.9729754937261933,Homo sapiens,ZNF548,tf,293T,None,None,0,ZNF548
77100|ZNF529,0.9730050916228327,Homo sapiens,ZNF529,tf,293T,None,None,1,ZNF529
34479|NFKBIA,0.9731871295343675,Homo sapiens,NFKBIA,other,None,Keratinocyte,Foreskin,0,NFKBIA
73955|ZNF33A,0.9733975583854633,Homo sapiens,ZNF33A,,293T,None,None,1,ZNF33A
77176|ZNF132,0.9736246293184276,Homo sapiens,ZNF132,tf,293T,None,None,1,ZNF132
35569|SFMBT1,0.9740431566076108,Homo sapiens,SFMBT1,other,HeLa-S3,Epithelium,Cervix,0,SFMBT1
73960|ZNF30,0.9742408350499789,Homo sapiens,ZNF30,,293T,None,None,0,ZNF30
44757|DICER1,0.9744598961928237,Homo sapiens,DICER1,not sure,HEK293,Epithelium,Embryonic Kidney,0,DICER1
65159|ZNF528,0.9746725063830877,Homo sapiens,ZNF528,,HEK293,Epithelium,Embryonic Kidney,1,ZNF528
65088|ZNF41,0.9749096668922104,Homo sapiens,ZNF41,,HEK293,Epithelium,Embryonic Kidney,1,ZNF41
65080|ZNF582,0.9749227310893198,Homo sapiens,ZNF582,,HEK293,Epithelium,Embryonic Kidney,0,ZNF582
77060|ZNF684,0.9750000183540876,Homo sapiens,ZNF684,tf,293T,None,None,1,ZNF684
77134|ZNF33B,0.9750155591070836,Homo sapiens,ZNF33B,tf,293T,None,None,0,ZNF33B
77096|ZNF543,0.9751856317524081,Homo sapiens,ZNF543,tf,293T,None,None,1,ZNF543
71279|KAT2A,0.9753399110118375,Homo sapiens,KAT2A,cr,BGC823,human gastric cancer cells,None,1,KAT2A
77022|ZNF879,0.9755642552037944,Homo sapiens,ZNF879,tf,293T,None,None,1,ZNF879
42660|FOXQ1,0.9763695244361975,Homo sapiens,FOXQ1,tf,LoVo,None,Colon,0,FOXQ1
73941|ZNF549,0.9765167272915438,Homo sapiens,ZNF549,,293T,None,None,1,ZNF549
77092|ZNF555,0.9770949732605636,Homo sapiens,ZNF555,tf,293T,None,None,1,ZNF555
52109|CGGBP1,0.9775330472459607,Homo sapiens,CGGBP1,tf,1064Sk,Epidermal cell,Foreskin,0,CGGBP1
65107|ZNF418,0.9776910520786007,Homo sapiens,ZNF418,,HEK293,Epithelium,Embryonic Kidney,1,ZNF418
5130|ATRX,0.9784245198559697,Homo sapiens,ATRX,cr,None,Erythroblast,Blood,0,ATRX
38796|ZFAT,0.9787694957177857,Homo sapiens,ZFAT,tf,LoVo,None,Colon,1,ZFAT
77188|ZFP90,0.9788151058568315,Homo sapiens,ZFP90,tf,293T,None,None,1,ZFP90
38754|GLI3,0.9788916156975541,Homo sapiens,GLI3,tf,LoVo,None,Colon,0,GLI3
